votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S357,S331,S293,S153,S407,S387,S388,S399,S359,S408,S361,S344,S395,S236,S345,S362,S406,S389,S363,S311,S378,S057,S346,S405,S409,S410,S338,S369,S411,S174,S306,S322,S347,S288,S364,S229,S348,S380,S349,S259,S323,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S412,S390,S327,S366,S316,S318,S247,S391,S414,S413,S415
294,117-1-294,2021-08-03 11:49:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 2181 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,1,0,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
295,117-1-295,2021-08-03 12:39:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2255 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,3,1,1,,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,1,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0
296,117-1-296,2021-08-03 15:48:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2140 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3,0,0,,1,0,1,1,1,0,0,3,0,1,1,0,0,1,0,1,0,,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
297,117-1-297,2021-08-03 19:31:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 2354 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,3,1,3,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
298,117-1-298,2021-08-04 12:37:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2245 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,0,1,0,0,0,1,1,3,1,0,0,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,3,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
299,117-1-299,2021-08-04 13:26:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 2146 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,0,1,0,0,0,1,1,3,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
300,117-1-300,2021-08-04 14:11:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2210 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,3,0,1,,0,1,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0.0,1.0
301,117-1-301,2021-08-04 16:25:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 2464 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.0,1.0,1.0
302,117-1-302,2021-08-04 17:21:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2233 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,1,1,0,0,0,1,1,3,1,1,1,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,1.0,0.0,1.0
303,117-1-303,2021-08-04 18:00:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2449 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,0,1,0,0,0,1,1,3,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
304,117-1-304,2021-08-04 18:34:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2338 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,0,1,0,0,0,1,1,3,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
305,117-1-305,2021-08-04 19:27:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 2279 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,3,1,1,,0,1,0,0,0,1,1,3,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
306,117-1-306,2021-08-04 20:22:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 2164 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1.0,1.0,1.0
307,117-1-307,2021-08-04 20:45:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 2570 to S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,0,1,0,1,3,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,3,0,0,,1,0,1,1,1,0,1,3,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0
308,117-1-308,2021-08-05 20:49:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN569,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
309,117-1-309,2021-08-07 12:06:00,3/5,Cloture Motion Agreed to,On the Cloture Motion S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,3,1,0,1,1,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,3,1,0,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,3,1,0,1,1,0,3,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1.0,1.0,3.0
310,117-1-310,2021-08-07 17:04:00,1/2,Nomination Confirmed,On the Nomination PN569,1,0,1,3,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,3,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
311,117-1-311,2021-08-08 19:51:00,3/5,Motion Agreed to,On the Motion (Motion to Waive All Applicable Budgetary Discipline Re: Sinema Amdt. No. 2137),1,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,3,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0
312,117-1-312,2021-08-08 20:29:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 2137 to H.R. 3684 (INVEST in America Act),1,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,3,1,0,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0
313,117-1-313,2021-08-08 20:49:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 3684,1,3,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,3,0,0,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0
314,117-1-314,2021-08-10 11:17:00,1/2,Bill Passed,On Passage of the Bill H.R. 3684,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,3,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1.0,1.0,1.0
315,117-1-315,2021-08-10 11:52:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed S.Con.Res. 14,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
316,117-1-316,2021-08-10 13:40:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3055 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
317,117-1-317,2021-08-10 14:13:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3330 to S.Con.Res. 14 (No short title on file),1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
318,117-1-318,2021-08-10 14:37:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3106 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
319,117-1-319,2021-08-10 15:09:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3317 to S.Con.Res. 14 (No short title on file),1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
320,117-1-320,2021-08-10 15:33:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3104 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
321,117-1-321,2021-08-10 16:08:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3099 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
322,117-1-322,2021-08-10 16:29:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3365 to S.Con.Res. 14 (No short title on file),1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
323,117-1-323,2021-08-10 16:57:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3105 to S.Con.Res. 14 (No short title on file),0,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,,1,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
324,117-1-324,2021-08-10 17:23:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3073 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
325,117-1-325,2021-08-10 17:56:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3293 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
326,117-1-326,2021-08-10 18:19:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3251 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
327,117-1-327,2021-08-10 18:45:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3569 to S.Con.Res. 14 (No short title on file),1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,3,0,0,0,1,1,0,1,0,1,0,0,0,,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,3,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1.0,1.0,1.0
328,117-1-328,2021-08-10 19:13:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3113 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
329,117-1-329,2021-08-10 19:33:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3731 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
330,117-1-330,2021-08-10 20:02:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3103 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
331,117-1-331,2021-08-10 20:24:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3114 to S.Con.Res. 14 (No short title on file),1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1.0,1.0,1.0
332,117-1-332,2021-08-10 20:26:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3128 to S.Con.Res. 14 (No short title on file),0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
333,117-1-333,2021-08-10 21:04:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3115 to S.Con.Res. 14 (No short title on file),1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1,1,1,3,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,1.0
334,117-1-334,2021-08-10 21:24:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3383 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
335,117-1-335,2021-08-10 21:51:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3444 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0
336,117-1-336,2021-08-10 22:09:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3792 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
337,117-1-337,2021-08-10 22:28:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3627 to S.Con.Res. 14 (No short title on file),1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1.0,1.0,1.0
338,117-1-338,2021-08-10 22:50:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3150 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,1,1,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0.0,0.0,0.0
339,117-1-339,2021-08-10 23:11:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3648 to S.Con.Res. 14 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,3,1,1,1,1,1,1,0,3,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1.0,1.0,1.0
340,117-1-340,2021-08-10 23:31:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 3652 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0.0,0.0,0.0
341,117-1-341,2021-08-10 23:54:00,1/2,Amendment Agreed to,On the Amendment S.Amdt. 3795 to S.Con.Res. 14 (No short title on file),0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,3,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1.0,0.0,1.0
